lead_id,deterministic_tier,llm_score,llm_rationale,score_divergence,scores_aligned
L1945,tier2,65,"Head of Engineering title offers strong seniority, but company details are missing despite Hubspot association.",10,true
L2069,tier2,80,Head of AI with surging competitor churn signal and GPU trial spike. High priority despite small company size.,25,true
L2716,tier1,95,Co-founder at an AI/ML software company with max-tier surging intent and competitor churn signals. Exceptional tier 1 lead.,5,true
L2465,tier3,25,"Customer Success Manager in Construction using a freemail address. Open opportunity exists in CRM, but profile fit is poor.",5,true
L2286,tier2,70,"Principal title with high intent, recent funding, and surging metrics. Suppressed/opted-out in CRM, representing a risk flag for outreach.",15,true
L1062,tier2,78,Head of ML with solid intent scores and engagement. Strong technical decision-maker profile.,23,true
L1948,tier2,65,"Head of Engineering provides great technical seniority, but company data is completely blank.",10,true
L2641,tier3,30,"Recruiter role at a small software company. Good recent funding signals, but not a technical buyer.",10,true
L2153,tier3,20,"HR manager in Landscaping/Services using freemail. Despite max intent scores, company and role profile indicate poor fit.",0,true
L1675,tier3,35,"Project Manager in software with moderate intent and GPU trial spike, but limited direct procurement authority.",15,true
L2288,tier2,82,"ML engineer showing massive surging intent, hiring signals, and pricing page visits. Prime PLG opportunity.",27,true
L2622,tier2,74,Staff engineer at a software company. Strong technical contributor with solid baseline fit.,19,true
L1308,tier3,35,"High surging intent and docs traffic from a university domain using freemail, but missing job title and academic context limit sales viability.",15,true
L1572,tier3,15,"Non-technical job title (Enthusiast), freemail address, and university setting with low overall relevance to commercial GPU infrastructure sales.",5,true
L2584,tier3,25,"Despite high intent signals and pricing page spikes, the lead is an owner at a bakery with a freemail address, pointing strongly towards evaluation noise or non-viable profile.",5,true
L1518,tier2,40,"Technical IC title (ml engineer) suggests valid persona, but company and industry information are entirely missing, limiting immediate outbound confidence.",15,true
L2693,tier3,20,"Strong intent and competitor churn signals are present at the account level, but the individual is an Executive Assistant, making direct conversion unlikely.",0,true
L1020,tier2,10,"Relevant title and company size, but the lead has explicitly opted out of emails and carries a Do Not Contact (DNC) flag alongside an open deal status.",45,false
L1173,tier3,12,Accountant role at a software company with minimal intent. Not a decision maker or user for GPU compute infrastructure.,8,true
L1208,tier3,18,"High account intent and GPU trial spikes, but company is Quantum Nails Salon in the Beauty industry, indicating irrelevant vertical despite surging signals.",2,true
L1713,tier3,22,"Strong account intent and trial activity, but the contact is a Project Manager with missing company details.",2,true
L2681,tier1,92,Head of ML at a large AI/ML software company with surging documentation traffic and pricing page visits. Perfect ICP fit.,2,true
L2174,tier2,55,"Software engineer at an AI/ML lab represents a strong technical user, though account intent score is low.",0,true
L1355,tier2,88,"Deep Learning Engineer at an AI/ML software firm showing maximum intent, competitor churn signals, and expanded infrastructure footprints.",33,false
L2658,tier3,15,Operations Manager at a landscaping firm using a freemail address. Low intent and mismatched industry.,5,true
L2253,tier3,10,Business analyst role with a churned lifecycle stage and unqualified HubSpot lead status.,10,true
L1375,tier3,25,"Content Writer at an ML company. While the company is relevant, the role is non-technical.",5,true
L2352,tier2,45,"Computer Vision Engineer is an ideal technical buyer, but the CRM profile indicates churned/unqualified lifecycle attributes.",10,true
L1496,tier3,15,Sales Development Rep at a marketing agency. Has email opt-out and DNC flags set.,5,true
L1847,tier2,80,"SWE at a large software company with high intent, surging docs traffic, and a recent funding round.",25,true
L2602,tier2,75,"Staff Engineer at a software company showing high intent and trial spikes, though flagged with email opt-out.",20,true
L1941,tier2,60,"Co-Founder & CTO is a primary decision maker, but company details are missing which adds verification risk.",5,true
L2315,tier3,12,Social Media Manager at a software company. Non-technical role with low intent.,8,true
L1753,tier2,50,"CTO title is highly relevant, but the company is a real estate firm (Bella Vista Realty), making GPU infrastructure fit questionable.",5,true
L2525,tier2,85,"Head of ML at TokenWorks with high intent, surging docs traffic, and competitor churn signals. Strong sales opportunity.",30,true
L1940,tier2,45,"SRE role is technical, but CRM indicates they are already an existing customer marked unqualified.",10,true
L2404,tier1,95,"Head of Data Science at a software company with max intent score (97), funding rounds, and trial spikes. Prime tier 1 target.",5,true
L2008,tier1,90,Founder/CEO at an AI/ML software company showing high intent and infrastructure expansion signals.,0,true
L1529,tier2,82,VP of Engineering at an AI/ML software company with surging intent and competitor churn signals.,27,true
L1621,tier3,20,Content Writer at a dental group. High intent metrics are likely noise or mismatched account association.,0,true
L1711,tier3,25,"Head of Machine Learning is a senior technical title, but the company is in Construction, lowering immediate fit.",5,true
L1046,tier2,70,"Director of Machine Learning with an open opportunity and active Salesforce lead status, though company size is missing.",15,true
L1776,tier2,75,"Head of Machine Learning at Cascade AI (AI/ML software). Excellent persona fit, though intent is currently low.",20,true
L2058,tier3,12,Recruiter using a freemail address with no company and low intent. Unlikely to be a GPU infrastructure buyer.,8,true
L1920,tier3,45,"Marketing manager at a software company with high intent and surging signals. Despite a non-technical title, the account is actively hiring ML roles and showing trials.",25,true
L2760,tier3,30,"Project Manager at a software company. Medium intent with funding and competitor churn, but role is non-technical.",10,true
L1234,tier2,88,Director of Infrastructure at an AI/ML software company with very high surging intent and multiple GPU/competitor signals. Highly qualified despite small size.,33,false
L1922,tier3,55,PhD candidate at a small AI vision startup with high intent and pricing page engagement. Academic context often translates to heavy model training needs.,35,false
L2102,tier3,60,"Missing job title, but company is VoiceForge in AI/ML with high intent and surging GPU usage. Worth a closer look.",40,false
L2061,tier2,85,AI Engineer at Diffusia using a freemail alias mapped reliably to the company domain. Strong technical fit and high intent.,30,true
L1038,tier3,20,"Project Manager at a bakery. Despite high intent signals, the company profile is completely misaligned with AI cloud infrastructure.",0,true
L1204,tier3,10,Office Manager at a software firm with practically zero intent. Low potential.,10,true
L2346,tier3,15,Customer Success Manager at an automotive parts company using freemail. Irrelevant industry and role.,5,true
L1453,tier2,82,"Software engineer at Synapse Foundry (AI/ML software). High intent, active engagement history, perfect ICP match.",27,true
L2334,tier3,65,Missing job title at a software company with extremely high intent and surging metrics. Strong account-level signal.,45,false
L2632,tier2,90,"Head of MLOps at TensorLoop with high intent, surging GPU usage, and an open deal in HubSpot. Prime target.",35,false
L1960,tier3,5,Missing job title at a nail salon. Complete industry mismatch.,15,true
L1001,tier2,40,"Software engineer at Formcraft. Enterprise size, but industry and specific company profile are vague.",15,true
L1755,tier2,50,"Data Scientist at Neuralight with medium intent. Good technical fit, though company industry field is sparse.",5,true
L1532,tier3,25,Technologist using a freemail address with low internal intent score. Minimal engagement.,5,true
L1359,tier3,18,Missing job title at a university. Likely academic traffic rather than commercial intent.,2,true
